Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel
Alicia;États-Unis;Chambre Supérieure - Côté Lac;2;Mars 2022;Voyageur individuel;Commentaire envoyé le 29 mars 2022;Agréable;6,0;;;0;Disney's Newport Bay Club
Razvan;Roumanie;Chambre Supérieure - Côté Lac;2;Mars 2022;Famille;Commentaire envoyé le 27 mars 2022;The price asked ia waaaay to high for the services offered.;8,0;;;3 ;Disney's Newport Bay Club
Yusuke;Allemagne;Chambre Supérieure;3;Mars 2022;Famille;Commentaire envoyé le 21 mars 2022;enjoyable stay;8,0;;;1 ;Disney's Newport Bay Club
Ciara;Irlande;Chambre Supérieure;3;Mars 2022;Famille;Commentaire envoyé le 19 mars 2022;I would to recommend to family but let them know to stock up on snacks before hand.;8,0;;;2 ;Disney's Newport Bay Club
Kalliopi;Grèce;Chambre Supérieure;4;Mars 2022;Famille;Commentaire envoyé le 15 mars 2022;Agréable;6,0;;;1 ;Disney's Newport Bay Club
Pauline;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Février 2022;Famille;Commentaire envoyé le 18 février 2022;Nice Hotel if you have a large budget;8,0;;;0;Disney's Newport Bay Club
Mhairi;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Février 2022;Famille;Commentaire envoyé le 10 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club
Kristof;Belgique;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 8 février 2022;expensive and crowded but cute disney hotel;6,0;;;0;Disney's Newport Bay Club
Dalli;Malte;Chambre Supérieure;5;Janvier 2022;Famille;Commentaire envoyé le 1 février 2022;Bien ;7,0;;;1 ;Disney's Newport Bay Club
Stephen;Royaume-Uni;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 26 décembre 2021;Good but could have been great;7,0;;;0;Disney's Newport Bay Club
Carroll;Irlande;Chambre Supérieure - Côté Lac;3;Novembre 2021;Famille;Commentaire envoyé le 22 décembre 2021;Très bien;8,0;;;1 ;Disney's Newport Bay Club
Michael;Allemagne;Chambre Supérieure - Côté Lac;1;Décembre 2021;Groupe;Commentaire envoyé le 19 décembre 2021;nice hotel but as everything at Disney totally overpriced;8,0;;;3 ;Disney's Newport Bay Club
Anne;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Décembre 2021;Famille;Commentaire envoyé le 13 décembre 2021;enjoyed my stay after all the lockdowns and pandemic lack of choice within the Disney parks and village and shops to buy;7,0;;;1 ;Disney's Newport Bay Club
Niels;Belgique;Chambre Supérieure avec Terrasse;2;Décembre 2021;Couple;Commentaire envoyé le 12 décembre 2021;Agréable;6,0;;;0;Disney's Newport Bay Club
Sdeer9;Arabie saoudite;Chambre Club Compass (2 Adultes);2;Novembre 2021;Famille;Commentaire envoyé le 21 novembre 2021;Bien ;7,0;;;1 ;Disney's Newport Bay Club
Plcfionasyed;Royaume-Uni;Chambre Supérieure;4;Novembre 2021;Famille;Commentaire envoyé le 18 novembre 2021;Great location;6,0;;;0;Disney's Newport Bay Club
Tommaso;Autriche;Chambre Supérieure - Côté Lac;1;Novembre 2021;Couple;Commentaire envoyé le 2 novembre 2021;Agréable;6,0;;;1 ;Disney's Newport Bay Club
Adrian;Malte;Chambre Supérieure - Côté Lac;3;Octobre 2021;Famille;Commentaire envoyé le 1 novembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
Charles;Irlande;Chambre Supérieure;3;Octobre 2021;Famille;Commentaire envoyé le 25 octobre 2021;Agréable;6,0;;;1 ;Disney's Newport Bay Club
Chanel;Royaume-Uni;Chambre Supérieure;2;Octobre 2021;Couple;Commentaire envoyé le 21 octobre 2021;Convenient and comfortable;7,0;;;0;Disney's Newport Bay Club
Peter;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 21 octobre 2021;Satisfactory but not outstanding;6,0;;;0;Disney's Newport Bay Club
Ghia;Liban;Chambre Supérieure;3;Octobre 2021;Famille;Commentaire envoyé le 20 octobre 2021;super dirty;6,0;;;0;Disney's Newport Bay Club
Edith;États-Unis;Chambre Supérieure;2;Octobre 2021;Famille;Commentaire envoyé le 18 octobre 2021;Agréable;6,0;;;1 ;Disney's Newport Bay Club
Leanne;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Couple;Commentaire envoyé le 9 octobre 2021;Great location;7,0;;;0;Disney's Newport Bay Club
Rebecca;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 4 octobre 2021;Good hotel in a good location;8,0;;;0;Disney's Newport Bay Club
Yuliya;Allemagne;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille;Commentaire envoyé le 1 octobre 2021;Great for a family with children;8,0;;;0;Disney's Newport Bay Club
Amy;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Septembre 2021;Famille;Commentaire envoyé le 20 septembre 2021;Loved it even with a few issues - will be back;8,0;;;0;Disney's Newport Bay Club
Andreas;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Septembre 2021;Famille;Commentaire envoyé le 19 septembre 2021;Greatly disappointed by the view;6,0;;;1 ;Disney's Newport Bay Club
Raymond;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Septembre 2021;Famille;Commentaire envoyé le 14 septembre 2021;COVID safe?;6,0;;;2 ;Disney's Newport Bay Club
Abdulllah;Koweït;Chambre Supérieure;2;Septembre 2021;Famille;Commentaire envoyé le 3 septembre 2021;the staff was fine but the room is very old also the a/c not that good , the room was little bit clean;6,0;;;2 ;Disney's Newport Bay Club
Danilo;Luxembourg;Chambre Supérieure;2;Août 2021;Couple;Commentaire envoyé le 15 août 2021;Agréable;6,0;;;0;Disney's Newport Bay Club
Jeroen;Pays-Bas;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 6 août 2021;It’s a factory;6,0;;;0;Disney's Newport Bay Club
Ioan-alexandru;Roumanie;Chambre Supérieure;3;Juillet 2021;Famille;Commentaire envoyé le 31 juillet 2021;Lovely staff;6,0;;;0;Disney's Newport Bay Club
Mirka;Pays-Bas;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille;Commentaire envoyé le 30 juillet 2021;Bien ;7,0;;;1 ;Disney's Newport Bay Club
Christopher;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille;Commentaire envoyé le 28 juillet 2021;Agréable;6,0;;;0;Disney's Newport Bay Club
Nora;Luxembourg;Chambre Supérieure - Côté Lac;2;Juillet 2021;Voyageur individuel;Commentaire envoyé le 12 juillet 2021;Expensive but worth it if you want to treat yourself;8,0;;;0;Disney's Newport Bay Club
Sebastian;Allemagne;Chambre Supérieure - Côté Lac;3;Juin 2021;Famille;Commentaire envoyé le 1 juillet 2021;Great location to visit Disneyland and therefore worth the price.;8,0;;;1 ;Disney's Newport Bay Club
Julie;Brésil;Chambre Supérieure;1;Juin 2021;Famille;Commentaire envoyé le 27 juin 2021;it was ok but maybe should not have reopened until there aren't as many covid restrictions;6,0;;;0;Disney's Newport Bay Club
Rachid;Pays-Bas;Chambre Supérieure - Côté Lac;1;Octobre 2020;Famille;Commentaire envoyé le 11 octobre 2020;Price/quality is not good. The security, to get to the park, was not the most happiest person that day. He even ask;6,0;;;0;Disney's Newport Bay Club
Mickey;Japon;Chambre Supérieure – Côté Lac (4 Adultes);2;Août 2020;Famille;Commentaire envoyé le 6 septembre 2020;Close to Disneyland;7,0;;;2 ;Disney's Newport Bay Club
Sara;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);3;Juillet 2020;Famille;Commentaire envoyé le 14 août 2020;Not worth the price;6,0;;;0;Disney's Newport Bay Club
Joana;Hong Kong;Chambre Supérieure (2 Adultes + 2 Enfants);3;Mars 2020;Famille;Commentaire envoyé le 6 mai 2020;Very good, my family had great fun :);7,0;;;2 ;Disney's Newport Bay Club
Angela;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);4;Mars 2020;Voyageur individuel;Commentaire envoyé le 17 mars 2020;All in all it was worth it to stay here but we didn’t have to food package because of the cost.;8,0;;;1 ;Disney's Newport Bay Club
Matthew;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Groupe;Commentaire envoyé le 24 février 2020;Très bien;8,0;;;1 ;Disney's Newport Bay Club
Christine;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Février 2020;Famille;Commentaire envoyé le 24 février 2020;Overnight stay;7,1;;;1 ;Disney's Newport Bay Club
Sibel;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);1;Février 2020;Famille;Commentaire envoyé le 22 février 2020;Bien ;7,5;;;2 ;Disney's Newport Bay Club
Elaine;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Couple;Commentaire envoyé le 20 février 2020;Bien ;7,5;;;0;Disney's Newport Bay Club
Frederico;Brésil;Chambre Supérieure (3 Adultes + 1 Enfant);2;Janvier 2020;Famille;Commentaire envoyé le 10 février 2020;Bien ;7,0;;;3 ;Disney's Newport Bay Club
Mwm;Koweït;Chambre Supérieure (2 Adultes + 2 Enfants);4;Février 2020;Couple;Commentaire envoyé le 5 février 2020;We had fun;7,0;;;0;Disney's Newport Bay Club
Stefano;;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Février 2020;Famille;Commentaire envoyé le 2 février 2020;Bien ;7,1;;;3 ;Disney's Newport Bay Club
ٍsultan;Arabie saoudite;Chambre Club Compass (2 Adultes + 2 Enfants);3;Janvier 2020;Famille;Commentaire envoyé le 2 février 2020;watch out for housekeeping !;7,0;;;7 ;Disney's Newport Bay Club
Linda;Égypte;Chambre Compass Club – Côté Lac (2 Adultes + 2 Enfants);3;Janvier 2020;Famille;Commentaire envoyé le 26 janvier 2020;Good location nice view;8,0;;;1 ;Disney's Newport Bay Club
Talal;Liban;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);3;Décembre 2019;Famille;Commentaire envoyé le 18 janvier 2020;Good and fun stay.;8,0;;;0;Disney's Newport Bay Club
Mohamed;Arabie saoudite;Chambre Supérieure – Côté Lac (4 Adultes);1;Janvier 2020;Famille;Commentaire envoyé le 13 janvier 2020;Location is good;7,9;;;1 ;Disney's Newport Bay Club
Mohamed;Arabie saoudite;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Janvier 2020;Famille;Commentaire envoyé le 13 janvier 2020;Good Location;7,9;;;0;Disney's Newport Bay Club
Julie;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);1;Décembre 2019;Famille;Commentaire envoyé le 5 janvier 2020;Bien ;7,0;;;3 ;Disney's Newport Bay Club
Yasmin;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);1;Décembre 2019;Couple;Commentaire envoyé le 4 janvier 2020;Bien ;7,1;;;2 ;Disney's Newport Bay Club
Julien;Japon;Chambre Supérieure (2 Adultes + 2 Enfants);1;Janvier 2020;Couple;Commentaire envoyé le 4 janvier 2020;Bien ;7,1;;;2 ;Disney's Newport Bay Club
Shaun;Royaume-Uni;Chambre Supérieure (4 Adultes);1;Décembre 2019;Groupe;Commentaire envoyé le 1 janvier 2020;Très bien;8,3;;;1 ;Disney's Newport Bay Club
Paul;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Décembre 2019;Famille;Commentaire envoyé le 1 janvier 2020;Bien ;7,1;;;1 ;Disney's Newport Bay Club
Emile;États-Unis;Chambre Supérieure avec Terrasse;1;Novembre 2022;Couple;Commentaire envoyé le 19 décembre 2022;a very nice stay.;10;;;0;Disney's Newport Bay Club
Effie8688;Singapour;Chambre Supérieure;3;Décembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Décevant;4,0;;;0;Disney's Newport Bay Club
Constantinos;Chypre;Chambre Supérieure;2;Décembre 2022;Famille;Commentaire envoyé le 12 décembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Roisin;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Novembre 2022;Famille;Commentaire envoyé le 28 novembre 2022;enjoyable;4,0;;;0;Disney's Newport Bay Club
Elena;Royaume-Uni;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 20 novembre 2022;amazing weekend!!;10;;;0;Disney's Newport Bay Club
Amandeep;Royaume-Uni;Chambre Supérieure;4;Septembre 2022;Famille;Commentaire envoyé le 13 novembre 2022;amazing would definitely book there again maybe next time go for club experience;10;;;0;Disney's Newport Bay Club
Mabelle;Australie;Chambre Supérieure;2;Novembre 2022;Famille;Commentaire envoyé le 13 novembre 2022;I do not recommend. Don’t waste your money, stay at Hotel L’Elysees in Val d’Europe. You WILL not get a 4 star experienc;2,0;;;2 ;Disney's Newport Bay Club
Tracey;Royaume-Uni;Chambre Supérieure;2;Novembre 2022;Voyageur individuel;Commentaire envoyé le 11 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Renaud;Île Maurice;Chambre Club Compass - Côté Lac (2 Adultes);1;Octobre 2022;Famille;Commentaire envoyé le 5 novembre 2022;We pre booked some entry to the theme park. Otherwise we would had loved to stay in the room only..;10;;;0;Disney's Newport Bay Club
Renaud;Île Maurice;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille;Commentaire envoyé le 5 novembre 2022;We booked two different room for our stay but we'll definitely come back in the club one next time.;9,0;;;0;Disney's Newport Bay Club
Hasan;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Novembre 2022;Couple;Commentaire envoyé le 2 novembre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Mendalyn;États-Unis;Chambre Supérieure avec Terrasse;1;Octobre 2022;Famille;Commentaire envoyé le 23 octobre 2022;AMAZING! We would stay here again.;10;;;0;Disney's Newport Bay Club
Nuno;Portugal;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille;Commentaire envoyé le 23 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Hanan;Arabie saoudite;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 16 octobre 2022;They booked me a special needs room and I requested a standard room;5,0;;;0;Disney's Newport Bay Club
חיים;Israël;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille;Commentaire envoyé le 15 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Georgia;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Octobre 2022;Groupe;Commentaire envoyé le 15 octobre 2022;Lovely hotel!;10;;;1 ;Disney's Newport Bay Club
Shmuel;Israël;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 14 octobre 2022;Great place to stay;10;;;0;Disney's Newport Bay Club
Abdulaziz;Arabie saoudite;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 12 octobre 2022;Nice place, poor staff;4,0;;;0;Disney's Newport Bay Club
Laura;Royaume-Uni;Chambre Supérieure avec Terrasse;3;Octobre 2022;Groupe;Commentaire envoyé le 9 octobre 2022;A great stay to visit the parks;9,0;;;0;Disney's Newport Bay Club
Cheryl;Irlande;Chambre Supérieure;3;Octobre 2022;Famille;Commentaire envoyé le 6 octobre 2022;Walking distance to Disney;5,0;;;0;Disney's Newport Bay Club
Stephen;Australie;Chambre Supérieure;3;Septembre 2022;Famille;Commentaire envoyé le 3 octobre 2022;Tourist processing facility;4,0;;;0;Disney's Newport Bay Club
Samantha;Royaume-Uni;Chambre Supérieure;1;Septembre 2022;Groupe;Commentaire envoyé le 1 octobre 2022;Excellent, very clean, spacious facility with friendly and efficient staff;10;;;0;Disney's Newport Bay Club
Nirman;Australie;Chambre Supérieure avec Terrasse;3;Septembre 2022;Voyageur individuel;Commentaire envoyé le 27 septembre 2022;Assez médiocre ;3,0;;;0;Disney's Newport Bay Club
Ольга;Ukraine;Chambre Supérieure;1;Septembre 2022;Famille;Commentaire envoyé le 22 septembre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Ольга;Ukraine;Chambre Supérieure;1;Septembre 2022;Famille;Commentaire envoyé le 22 septembre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Sabina;Royaume-Uni;Chambre Supérieure;2;Septembre 2022;Famille;Commentaire envoyé le 22 septembre 2022;Glad all we did was sleep there;5,0;;;0;Disney's Newport Bay Club
Ganna;Ukraine;Chambre Supérieure - Côté Lac;2;Septembre 2022;Famille;Commentaire envoyé le 21 septembre 2022;Good choice for visiting Disneyland;10;;;0;Disney's Newport Bay Club
Rana;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Août 2022;Famille;Commentaire envoyé le 9 septembre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Ghulam;Pakistan;Chambre Supérieure - Côté Lac;7;Août 2022;Famille;Commentaire envoyé le 30 août 2022;Assez médiocre ;3,0;;;0;Disney's Newport Bay Club
Pennie;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Août 2022;Famille;Commentaire envoyé le 25 août 2022;wonderful Disney hotel walking distance to the parks. meet and greet opportunities with characters every evening. lovely;10;;;0;Disney's Newport Bay Club
Rana;Arabie saoudite;Chambre Supérieure avec Terrasse;2;Août 2022;Famille;Commentaire envoyé le 22 août 2022;other ways it is good;10;;;0;Disney's Newport Bay Club
Ameena;Émirats arabes unis;Chambre Supérieure avec Terrasse;4;Août 2022;Famille;Commentaire envoyé le 15 août 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Sara;Émirats arabes unis;Chambre Supérieure avec Terrasse;3;Août 2022;Famille;Commentaire envoyé le 14 août 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Mustafa;Australie;Chambre Supérieure - Côté Lac;2;Août 2022;Famille;Commentaire envoyé le 13 août 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Q80traveler;Koweït;Chambre Supérieure;4;Août 2022;Famille;Commentaire envoyé le 10 août 2022;would not recommend anyone to stay there. pay extra and stay somewhere else;1,0;;;0;Disney's Newport Bay Club
Ahmed;Arabie saoudite;Chambre Supérieure;4;Août 2022;Famille;Commentaire envoyé le 4 août 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Arif;Émirats arabes unis;Chambre Supérieure;3;Août 2022;Famille;Commentaire envoyé le 4 août 2022;liked the proximity of the hotel to Disneyland Paris but would not stay there again because of bad housekeeping service;5,0;;;0;Disney's Newport Bay Club
Bassett;Royaume-Uni;Chambre Supérieure;2;Juillet 2022;Famille;Commentaire envoyé le 29 juillet 2022;Expensive for an old and tired hotel.;1,0;;;0;Disney's Newport Bay Club
Angela;Royaume-Uni;Chambre Supérieure avec Terrasse;1;Juillet 2022;Famille;Commentaire envoyé le 29 juillet 2022;Lovely hotel, great staff and brilliant location.;9,0;;;0;Disney's Newport Bay Club
Argosh;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Juillet 2022;Famille;Commentaire envoyé le 27 juillet 2022;magical;10;;;0;Disney's Newport Bay Club
Elodie;États-Unis;Chambre Supérieure - Côté Lac;2;Juillet 2022;Couple;Commentaire envoyé le 25 juillet 2022;$1,000 for a two-night stay is overpriced for the quality received;5,0;;;0;Disney's Newport Bay Club
Daniya;Arabie saoudite;Chambre Supérieure - Côté Lac;5;Juillet 2022;Famille;Commentaire envoyé le 23 juillet 2022;Bed bugs in the bed;1,0;;;0;Disney's Newport Bay Club
Badr;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Juillet 2022;Couple;Commentaire envoyé le 23 juillet 2022;bad experience, and will not considered the hotel at all once i come again;4,0;;;0;Disney's Newport Bay Club
Fransis;Chypre;Chambre Supérieure - Côté Lac;1;Juillet 2022;Famille;Commentaire envoyé le 22 juillet 2022;disappointing;4,0;;;0;Disney's Newport Bay Club
Ehab;Égypte;Chambre Supérieure;3;Juillet 2022;Famille;Commentaire envoyé le 16 juillet 2022;Extremely frustrating and disappointing stay;2,0;;;1 ;Disney's Newport Bay Club
Mohammad;Jordanie;Chambre Supérieure;4;Juillet 2022;Groupe;Commentaire envoyé le 15 juillet 2022;not very helpful staff, house keeping are so bad , no water for drinking 2 per day for a rtom of 4;5,0;;;1 ;Disney's Newport Bay Club
Mohammed;Qatar;Chambre Supérieure;2;Juillet 2022;Famille;Commentaire envoyé le 15 juillet 2022;it’s really bad and disgusting and poor;1,0;;;0;Disney's Newport Bay Club
Reem;Émirats arabes unis;Chambre Supérieure - Côté Lac;2;Juillet 2022;Famille;Commentaire envoyé le 14 juillet 2022;Décevant;4,0;;;0;Disney's Newport Bay Club
Nael;Émirats arabes unis;Chambre Supérieure;4;Juillet 2022;Famille;Commentaire envoyé le 14 juillet 2022;very bad not clean at all over rated;4,0;;;0;Disney's Newport Bay Club
Mei;Royaume-Uni;Chambre Supérieure;1;Juillet 2022;Famille;Commentaire envoyé le 6 juillet 2022;Mauvais;1,0;;;1 ;Disney's Newport Bay Club
Jenny;Nouvelle-Zélande;Chambre Supérieure avec Terrasse;1;Juillet 2022;Famille;Commentaire envoyé le 3 juillet 2022;disappointed with staff at reception and having to traipse back and forth to reception to have issues- of their making-;5,0;;;0;Disney's Newport Bay Club
Ali;Qatar;Chambre Supérieure - Côté Lac;1;Juin 2022;Famille;Commentaire envoyé le 12 juin 2022;Really im not happy how the ignore me and took my money;1,0;;;0;Disney's Newport Bay Club
Shenhav;Israël;Chambre Supérieure - Côté Lac;2;Juin 2022;Famille;Commentaire envoyé le 5 juin 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Julie;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Mai 2022;Famille;Commentaire envoyé le 24 mai 2022;very good experience;9,0;;;0;Disney's Newport Bay Club
Ian;Irlande;Chambre Supérieure;3;Mai 2022;Couple;Commentaire envoyé le 17 mai 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Yousif;Émirats arabes unis;Chambre Club Compass (2 Adultes);1;Mai 2022;Famille;Commentaire envoyé le 16 mai 2022;not recommend;4,0;;;0;Disney's Newport Bay Club
Gemma;Royaume-Uni;Chambre Supérieure;2;Mars 2022;Famille;Commentaire envoyé le 2 mai 2022;lovely hotel, great facilities;10;;;0;Disney's Newport Bay Club
Judith;Pays-Bas;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille;Commentaire envoyé le 30 avril 2022;"Overrated stay; outdated and high volume with low services.";3,0;;;0;Disney's Newport Bay Club
Thais;États-Unis;Chambre Supérieure;2;Avril 2022;Famille;Commentaire envoyé le 29 avril 2022;it’s a ripoff;2,0;;;0;Disney's Newport Bay Club
Belén;Espagne;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille;Commentaire envoyé le 29 avril 2022;It does not worth being in the hotel;4,0;;;0;Disney's Newport Bay Club
Stelios;Grèce;Chambre Supérieure;2;Avril 2022;Famille;Commentaire envoyé le 26 avril 2022;totally overpriced;3,0;;;0;Disney's Newport Bay Club
Georges;Liban;Chambre Supérieure avec Terrasse;1;Avril 2022;Famille;Commentaire envoyé le 22 avril 2022;Will never stay in this hotel again;2,0;;;0;Disney's Newport Bay Club
Maikel;Belgique;Chambre Supérieure - Côté Lac;1;Mars 2022;Couple;Commentaire envoyé le 18 avril 2022;Awsome;10;;;0;Disney's Newport Bay Club
Zlila;Israël;Chambre Supérieure - Côté Lac;1;Avril 2022;Famille;Commentaire envoyé le 14 avril 2022;never again;2,0;;;1 ;Disney's Newport Bay Club
Philip;Royaume-Uni;Chambre Supérieure;2;Avril 2022;Couple;Commentaire envoyé le 13 avril 2022;Disney was great. Hotel left much to be desired.;4,0;;;1 ;Disney's Newport Bay Club
Nigel;Hong Kong;Chambre Supérieure - Côté Lac;3;Avril 2022;Famille;Commentaire envoyé le 8 avril 2022;Absolutely terrible.;1,0;;;0;Disney's Newport Bay Club
Hallan;France;Chambre Supérieure;2;Avril 2022;Couple;Commentaire envoyé le 7 avril 2022;Very disappointed;4,0;;;0;Disney's Newport Bay Club
Anthea;Royaume-Uni;Chambre Supérieure;2;Avril 2022;Groupe;Commentaire envoyé le 5 avril 2022;ok;5,0;;;0;Disney's Newport Bay Club
Navjot;Royaume-Uni;Chambre Supérieure;3;Mars 2022;Famille;Commentaire envoyé le 31 mars 2022;Kids loved Disney.;5,0;;;0;Disney's Newport Bay Club
Ibrahim;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Mars 2022;Couple;Commentaire envoyé le 31 mars 2022;Great stay overall and a fun time at disneyland;10;;;1 ;Disney's Newport Bay Club
Oisin;Irlande;Chambre Supérieure;2;Mars 2022;Famille;Commentaire envoyé le 26 mars 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Darren;Royaume-Uni;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 21 mars 2022;avoid if you can;5,0;;;0;Disney's Newport Bay Club
Mohamed;Émirats arabes unis;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 19 mars 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Natalie;Royaume-Uni;Chambre Supérieure - Côté Lac;4;Mars 2022;Famille;Commentaire envoyé le 18 mars 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Netanël;Israël;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 8 mars 2022;amazing hotel, crew is friendly and generous;10;;;0;Disney's Newport Bay Club
James;Royaume-Uni;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 6 mars 2022;disappointed;4,0;;;0;Disney's Newport Bay Club
Alshabah;Koweït;Chambre Supérieure - Côté Lac;1;Février 2022;Famille;Commentaire envoyé le 26 février 2022;Assez médiocre ;3,0;;;0;Disney's Newport Bay Club
Maria;Royaume-Uni;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 23 février 2022;location was great but way too pricey for age and condition of hotel;3,0;;;0;Disney's Newport Bay Club
Mary;Irlande;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 18 février 2022;Fine if just using room for sleep.;5,0;;;0;Disney's Newport Bay Club
George;Royaume-Uni;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 5 février 2022;fantastic staff;10;;;1 ;Disney's Newport Bay Club
Paul;Jersey;Chambre Supérieure;2;Janvier 2022;Famille;Commentaire envoyé le 26 janvier 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Suosuoals;Koweït;Chambre Supérieure - Côté Lac;1;Janvier 2022;Couple;Commentaire envoyé le 23 janvier 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Hanan;Émirats arabes unis;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille;Commentaire envoyé le 15 janvier 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Ana;Brésil;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 9 janvier 2022;Beautiful hotel near Disneyland Paris;9,0;;;0;Disney's Newport Bay Club
Niall;Royaume-Uni;Chambre Supérieure;3;Décembre 2021;Couple;Commentaire envoyé le 7 janvier 2022;Great stay and a friendly receptionist (Julian);10;;;0;Disney's Newport Bay Club
Zuheir;Arabie saoudite;Chambre Supérieure;2;Décembre 2021;Famille;Commentaire envoyé le 3 janvier 2022;bad experience;1,0;;;0;Disney's Newport Bay Club
Hui;Singapour;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 28 décembre 2021;Passable;5,0;;;0;Disney's Newport Bay Club
Fatma;Qatar;Chambre Club Compass - Côté Lac (2 Adultes);2;Décembre 2021;Couple;Commentaire envoyé le 26 décembre 2021;Décevant;4,0;;;0;Disney's Newport Bay Club
Noora;Émirats arabes unis;Chambre Supérieure;3;Décembre 2021;Couple;Commentaire envoyé le 22 décembre 2021;Décevant;4,0;;;0;Disney's Newport Bay Club
